#,8,0,0,4,3,7,4,9,9,0,x,0,0,0,0
0,x,0,3,4,4,,,,,,,,,,
0,x,0,3,4,4,,,,,,,,,,
0,x,0,0,0,0,,,,,,,,,,
0,x,0,3,4,2,,,,,,,,,,
0,x,0,3,4,2,,,,,,,,,,
0,x,0,0,0,0,,,,,,,,,,
0,x,0,3,4,0,,,,,,,,,,
0,x,0,3,4,0,,,,,,,,,,
0,x,0,0,0,0,,,,,,,,,,
0,x,0,3,3,c,,,,,,,,,,
0,x,0,3,3,c,,,,,,,,,,
0,x,0,3,3,c,,,,,,,,,,
0,x,0,3,3,a,,,,,,,,,,
0,x,0,3,3,a,,,,,,,,,,
0,x,0,3,3,a,,,,,,,,,,
0,x,0,3,3,7,,,,,,,,,,
0,x,0,3,3,7,,,,,,,,,,
0,x,0,3,3,7,,,,,,,,,,
0,x,0,1,3,0,,,,,,,,,,
0,x,0,3,3,4,,,,,,,,,,
0,x,0,3,3,4,,,,,,,,,,
0,x,0,0,0,0,,,,,,,,,,
0,x,0,3,3,2,,,,,,,,,,
0,x,0,3,3,2,,,,,,,,,,
0,x,0,0,0,0,,,,,,,,,,
0,x,0,3,2,e,,,,,,,,,,
0,x,0,3,2,e,,,,,,,,,,
0,x,0,0,0,0,,,,,,,,,,
0,x,0,3,2,b,,,,,,,,,,
0,x,0,3,2,b,,,,,,,,,,
0,x,0,0,0,0,,,,,,,,,,
0,x,0,3,2,8,,,,,,,,,,
0,x,0,3,2,8,,,,,,,,,,
0,x,0,0,0,0,,,,,,,,,,
0,x,0,3,2,5,,,,,,,,,,
0,x,0,3,2,5,,,,,,,,,,
0,x,0,3,2,5,,,,,,,,,,
0,x,0,3,2,4,,,,,,,,,,
0,x,0,3,2,4,,,,,,,,,,
0,x,0,3,2,4,,,,,,,,,,
0,x,0,3,2,0,,,,,,,,,,
0,x,0,3,2,0,,,,,,,,,,
0,x,0,3,2,0,,,,,,,,,,
0,x,0,1,0,0,,,,,,,,,,
