x-axis,1
second,Volt
-1.000000000000e-005, 5.07538e-001
-9.998750000000e-006, 5.02513e-001
-9.997500000000e-006, 5.02513e-001
-9.996250000000e-006, 5.08794e-001
-9.995000000000e-006, 5.03769e-001
-9.993750000000e-006, 5.06281e-001
-9.992500000000e-006, 5.05025e-001
-9.991250000000e-006, 5.01256e-001
-9.990000000000e-006, 5.00000e-001
-9.988750000000e-006, 5.07538e-001
-9.987500000000e-006, 5.03769e-001
-9.986250000000e-006, 5.00000e-001
-9.985000000000e-006, 4.98744e-001
-9.983750000000e-006, 4.96231e-001
-9.982500000000e-006, 4.86181e-001
-9.981250000000e-006, 4.97487e-001
-9.980000000000e-006, 4.98744e-001
-9.978750000000e-006, 4.92462e-001
-9.977500000000e-006, 4.93719e-001
-9.976250000000e-006, 4.89950e-001
-9.975000000000e-006, 4.92462e-001
-9.973750000000e-006, 4.87437e-001
-9.972500000000e-006, 4.83668e-001
-9.971250000000e-006, 4.89950e-001
-9.970000000000e-006, 4.93719e-001
-9.968750000000e-006, 4.84925e-001
-9.967500000000e-006, 4.87437e-001
-9.966250000000e-006, 4.79899e-001
-9.965000000000e-006, 4.79899e-001
-9.963750000000e-006, 4.74874e-001
-9.962500000000e-006, 4.83668e-001
-9.961250000000e-006, 4.77387e-001
-9.960000000000e-006, 4.82412e-001
-9.958750000000e-006, 4.73618e-001
-9.957500000000e-006, 4.73618e-001
-9.956250000000e-006, 4.68593e-001
-9.955000000000e-006, 4.73618e-001
-9.953750000000e-006, 4.72362e-001
-9.952500000000e-006, 4.73618e-001
-9.951250000000e-006, 4.71106e-001
-9.950000000000e-006, 4.73618e-001
-9.948750000000e-006, 4.72362e-001
-9.947500000000e-006, 4.67337e-001
-9.946250000000e-006, 4.66080e-001
-9.945000000000e-006, 4.61055e-001
-9.943750000000e-006, 4.62312e-001
-9.942500000000e-006, 4.63568e-001
-9.941250000000e-006, 4.56030e-001
-9.940000000000e-006, 4.66080e-001
-9.938750000000e-006, 4.62312e-001
-9.937500000000e-006, 4.54774e-001
-9.936250000000e-006, 4.59799e-001
-9.935000000000e-006, 4.57286e-001
-9.933750000000e-006, 4.56030e-001
-9.932500000000e-006, 4.49749e-001
-9.931250000000e-006, 4.56030e-001
-9.930000000000e-006, 4.56030e-001
-9.928750000000e-006, 4.54774e-001
-9.927500000000e-006, 4.54774e-001
-9.926250000000e-006, 4.43467e-001
-9.925000000000e-006, 4.49749e-001
-9.923750000000e-006, 4.53518e-001
-9.922500000000e-006, 4.49749e-001
-9.921250000000e-006, 4.51005e-001
-9.920000000000e-006, 4.47236e-001
-9.918750000000e-006, 4.47236e-001
-9.917500000000e-006, 4.43467e-001
-9.916250000000e-006, 4.40955e-001
-9.915000000000e-006, 4.42211e-001
-9.913750000000e-006, 4.42211e-001
-9.912500000000e-006, 4.40955e-001
-9.911250000000e-006, 4.40955e-001
-9.910000000000e-006, 4.34673e-001
-9.908750000000e-006, 4.42211e-001
-9.907500000000e-006, 4.40955e-001
-9.906250000000e-006, 4.38442e-001
-9.905000000000e-006, 4.42211e-001
-9.903750000000e-006, 4.37186e-001
-9.902500000000e-006, 4.35930e-001
-9.901250000000e-006, 4.33417e-001
-9.900000000000e-006, 4.33417e-001
-9.898750000000e-006, 4.37186e-001
-9.897500000000e-006, 4.29648e-001
-9.896250000000e-006, 4.34673e-001
-9.895000000000e-006, 4.35930e-001
-9.893750000000e-006, 4.30905e-001
-9.892500000000e-006, 4.34673e-001
-9.891250000000e-006, 4.28392e-001
-9.890000000000e-006, 4.29648e-001
-9.888750000000e-006, 4.27136e-001
-9.887500000000e-006, 4.23367e-001
-9.886250000000e-006, 4.19598e-001
-9.885000000000e-006, 4.22111e-001
-9.883750000000e-006, 4.22111e-001
-9.882500000000e-006, 4.19598e-001
-9.881250000000e-006, 4.27136e-001
-9.880000000000e-006, 4.27136e-001
-9.878750000000e-006, 4.22111e-001
-9.877500000000e-006, 4.14573e-001
-9.876250000000e-006, 4.18342e-001
-9.875000000000e-006, 4.15829e-001
-9.873750000000e-006, 4.17085e-001
-9.872500000000e-006, 4.17085e-001
-9.871250000000e-006, 4.22111e-001
-9.870000000000e-006, 4.17085e-001
-9.868750000000e-006, 4.12060e-001
-9.867500000000e-006, 4.17085e-001
-9.866250000000e-006, 4.17085e-001
-9.865000000000e-006, 4.17085e-001
-9.863750000000e-006, 4.05779e-001
-9.862500000000e-006, 4.07035e-001
-9.861250000000e-006, 4.02010e-001
-9.860000000000e-006, 3.99497e-001
-9.858750000000e-006, 3.98241e-001
-9.857500000000e-006, 3.94472e-001
-9.856250000000e-006, 4.05779e-001
-9.855000000000e-006, 4.05779e-001
-9.853750000000e-006, 4.03266e-001
-9.852500000000e-006, 3.95729e-001
-9.851250000000e-006, 4.02010e-001
-9.850000000000e-006, 4.00754e-001
-9.848750000000e-006, 3.94472e-001
-9.847500000000e-006, 3.94472e-001
-9.846250000000e-006, 3.90703e-001
-9.845000000000e-006, 3.96985e-001
-9.843750000000e-006, 3.90703e-001
-9.842500000000e-006, 3.86935e-001
-9.841250000000e-006, 3.90703e-001
-9.840000000000e-006, 4.00754e-001
-9.838750000000e-006, 3.93216e-001
-9.837500000000e-006, 3.88191e-001
-9.836250000000e-006, 3.83166e-001
-9.835000000000e-006, 3.83166e-001
-9.833750000000e-006, 3.80653e-001
-9.832500000000e-006, 3.78141e-001
-9.831250000000e-006, 3.79397e-001
-9.830000000000e-006, 3.74372e-001
-9.828750000000e-006, 3.88191e-001
-9.827500000000e-006, 3.89447e-001
-9.826250000000e-006, 3.83166e-001
-9.825000000000e-006, 3.81910e-001
-9.823750000000e-006, 3.84422e-001
-9.822500000000e-006, 3.80653e-001
-9.821250000000e-006, 3.79397e-001
-9.820000000000e-006, 3.70603e-001
-9.818750000000e-006, 3.65578e-001
-9.817500000000e-006, 3.65578e-001
-9.816250000000e-006, 3.74372e-001
-9.815000000000e-006, 3.84422e-001
-9.813750000000e-006, 3.74372e-001
-9.812500000000e-006, 3.74372e-001
-9.811250000000e-006, 3.75628e-001
-9.810000000000e-006, 3.65578e-001
-9.808750000000e-006, 3.68090e-001
-9.807500000000e-006, 3.64322e-001
-9.806250000000e-006, 3.63065e-001
-9.805000000000e-006, 3.59296e-001
-9.803750000000e-006, 3.61809e-001
-9.802500000000e-006, 3.71859e-001
-9.801250000000e-006, 3.69347e-001
-9.800000000000e-006, 3.70603e-001
-9.798750000000e-006, 3.63065e-001
