x-axis,D8-D15
second,
-2.500000000000e-004,  0
-2.499759996875e-004,  0
-2.499519993750e-004,  0
-2.499279990625e-004,  0
-2.499039987500e-004,  0
-2.498799984375e-004,  0
-2.498559981250e-004,  0
-2.498319978125e-004,  0
-2.498079975000e-004,  0
-2.497839971875e-004,  0
-2.497599968750e-004,  0
-2.497359965625e-004,  0
-2.497119962500e-004,  0
-2.496879959375e-004,  0
-2.496639956250e-004,  0
-2.496399953125e-004,  0
-2.496159950000e-004,  0
-2.495919946875e-004,  0
-2.495679943750e-004,  0
-2.495439940625e-004,  0
-2.495199937500e-004,  0
-2.494959934375e-004,  2
-2.494719931250e-004,  2
-2.494479928125e-004,  2
-2.494239925000e-004,  2
-2.493999921875e-004,  2
-2.493759918750e-004,  2
-2.493519915625e-004,  2
-2.493279912500e-004,  2
-2.493039909375e-004,  2
-2.492799906250e-004,  2
-2.492559903125e-004,  2
-2.492319900000e-004,  2
-2.492079896875e-004,  2
-2.491839893750e-004,  2
-2.491599890625e-004,  2
-2.491359887500e-004,  2
-2.491119884375e-004,  2
-2.490879881250e-004,  2
-2.490639878125e-004,  2
-2.490399875000e-004,  0
-2.490159871875e-004,  0
-2.489919868750e-004,  0
-2.489679865625e-004,  0
-2.489439862500e-004,  0
-2.489199859375e-004,  0
-2.488959856250e-004,  0
-2.488719853125e-004,  0
-2.488479850000e-004,  0
-2.488239846875e-004,  0
-2.487999843750e-004,  0
-2.487759840625e-004,  0
-2.487519837500e-004,  0
-2.487279834375e-004,  0
-2.487039831250e-004,  0
-2.486799828125e-004,  0
-2.486559825000e-004,  0
-2.486319821875e-004,  0
-2.486079818750e-004,  0
-2.485839815625e-004,  0
-2.485599812500e-004,  0
-2.485359809375e-004,  0
-2.485119806250e-004,  0
-2.484879803125e-004,  2
-2.484639800000e-004,  2
-2.484399796875e-004,  2
-2.484159793750e-004,  2
-2.483919790625e-004,  2
-2.483679787500e-004,  2
-2.483439784375e-004,  2
-2.483199781250e-004,  2
-2.482959778125e-004,  2
-2.482719775000e-004,  2
-2.482479771875e-004,  2
-2.482239768750e-004,  2
-2.481999765625e-004,  2
-2.481759762500e-004,  2
-2.481519759375e-004,  2
-2.481279756250e-004,  2
-2.481039753125e-004,  2
-2.480799750000e-004,  2
-2.480559746875e-004,  2
-2.480319743750e-004,  0
-2.480079740625e-004,  0
-2.479839737500e-004,  0
-2.479599734375e-004,  0
-2.479359731250e-004,  0
-2.479119728125e-004,  0
-2.478879725000e-004,  0
-2.478639721875e-004,  0
-2.478399718750e-004,  0
-2.478159715625e-004,  0
-2.477919712500e-004,  0
-2.477679709375e-004,  0
-2.477439706250e-004,  0
-2.477199703125e-004,  0
-2.476959700000e-004,  0
-2.476719696875e-004,  0
-2.476479693750e-004,  0
-2.476239690625e-004,  0
-2.475999687500e-004,  0
-2.475759684375e-004,  0
